"idnum","uniq_id","year","estratopri","strata","upm","prov1t","q1tb","q2","wt","weight1500","idio2","fs2","it1","l1b","vic1ext","pole2n","aoj11","wvsi2","wvsi3","cses6n","b2","b3","b4","b6","b32","b37","b47a","b21a","b43","ed_usa"
"136",21400000136,2021,"West",4000002021,400013621,"Washington","1",60,0.77,0.769196212,"0","0","7.5","5","0","5","5","0","0","2.5","5","4","6","5","3","2","4","4","7","2-year college degree"
"137",21400000137,2021,"South",4000002021,400013721,"North Carolina","0",81,0.85,0.847204208,"0","0","7.5","9","0","7.5","7.5","0","0","5","2","3","7","7","5","2","4","1","7","Some college, but no degree (yet)"
"138",21400000138,2021,"South",4000002021,400013821,"Florida","1",63,0.66,0.658886909,"0","1","7.5","5","0","7.5","7.5","1","1","10","5","1","5","4","3","5","4","7","7","High school graduate"
"139",21400000139,2021,"Midwest",4000002021,400013921,"Minnesota","1",35,0.6,0.602401614,"0","0","7.5","3","0","7.5","7.5","0","0","2.5","3","5","3","4","5","5","6","4","3","4-year college degree"
"140",21400000140,2021,"West",4000002021,400014021,"Utah","0",34,0.86,0.861504674,"1","0","7.5","3","1","7.5","5","1","1","2.5","3","2","1","2","4","2","5","6","2","Some college, but no degree (yet)"
"141",21400000141,2021,"Northeast",4000002021,400014121,"Massachusetts","1",24,0.6,0.595583498,"0","0","7.5","2","0","7.5","7.5","0","1","2.5","5","4","3","3","5","5","6","6","4","4-year college degree"
"142",21400000142,2021,"Midwest",4000002021,400014221,"Illinois","1",25,0.4,0.396211773,"0","0","7.5","2","0","2.5","7.5","0","1","2.5","7","5","5","6","5","4","7","7","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"143",21400000143,2021,"Northeast",4000002021,400014321,"Pennsylvania","1",74,1.12,1.119592786,"1","0","7.5","8","0","10","10","1","0","5","4","6","7","5","4","1","4","1","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"144",21400000144,2021,"Midwest",4000002021,400014421,"Missouri","1",61,0.82,0.821754515,"0","0","7.5","6","0","10","7.5","0","0","2.5","6","6","7","7","6","3","6","2","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"145",21400000145,2021,"Midwest",4000002021,400014521,"Ohio","0",76,0.6,0.599452138,"0","0","7.5","1","0","7.5","7.5","1","1","5","4","2","3","3","4","6","6","6","5","High school graduate"
"146",21400000146,2021,"Midwest",4000002021,400014621,"Kansas","1",36,0.85,0.850954831,"0","0","5","5",NA,"5","5","1","0","5","4","4","4","4","4","4","4","4","5","High school graduate"
"147",21400000147,2021,"Northeast",4000002021,400014721,"New Jersey","1",71,0.82,0.824754775,"0","0","7.5","3","0","7.5","10","1","0","2.5","5","6","6","5","5","3","6","6","6","4-year college degree"
"148",21400000148,2021,"Northeast",4000002021,400014821,"New York","0",64,1.14,1.143607378,"0","0","7.5","8","0","7.5","10","0","0","7.5","2","4","6","7","2","1","3","1","7","Some college, but no degree (yet)"
"149",21400000149,2021,"West",4000002021,400014921,"California","0",24,4.29,4.28681469,"0","0","10","9","0","7.5","10","1","0","7.5","1","2","1","6","7","1","1","1","6","Some college, but no degree (yet)"
"150",21400000150,2021,"Midwest",4000002021,400015021,"Illinois","1",39,0.92,0.916307747,"0","0","7.5","2","1","7.5","10","0","1","0","7","6","5","7","7","4","7","7","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"151",21400000151,2021,"South",4000002021,400015121,"District of Columbia","1",33,0.55,0.551426411,"1","0","7.5","4","0","7.5","7.5","0","0","2.5","6","4","2","5","6","6","6","6","4","4-year college degree"
"152",21400000152,2021,"West",4000002021,400015221,"Alaska","1",39,0.61,0.61101228,"1","0","10","4","0","7.5","10","1","1","7.5","4","3","4","4","6","3","5","5","3","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"153",21400000153,2021,"West",4000002021,400015321,"Washington","1",39,0.39,0.394756734,"0","1","10","3","0","7.5","7.5","0","0","5","4","4","6","6","4","4","6","6","7","Some college, but no degree (yet)"
"154",21400000154,2021,"West",4000002021,400015421,"Oregon","1",48,1.42,1.418052316,"0","0","7.5","8","0","7.5","7.5","1","1","7.5","6","6","6","6","5","5","6","5","5","4-year college degree"
"155",21400000155,2021,"West",4000002021,400015521,"California","1",52,0.96,0.961230755,"0","0","7.5","2","0","2.5","2.5","0","0","2.5","4","5","3","6","5","4","6","7","5","4-year college degree"
"156",21400000156,2021,"South",4000002021,400015621,"Florida","1",65,0.77,0.772900343,"0","0","5","3","0","5","7.5","0","0","2.5","4","2","4","5","3","5","6","6","4","4-year college degree"
"157",21400000157,2021,"South",4000002021,400015721,"Texas","0",70,1.14,1.143989205,"0","1","7.5","5","1","7.5","7.5","1","0","0","5","5","6","6","4","5","6","5","7","4-year college degree"
"158",21400000158,2021,"Northeast",4000002021,400015821,"New York","0",49,1.56,1.557723999,"0","0","10","10","0","10","10","1","1","7.5","4","3","4","4","5","1","4","1","7","2-year college degree"
"159",21400000159,2021,"South",4000002021,400015921,"South Carolina","1",53,1.09,1.091222286,"0","0","7.5","10","0","7.5","10","1","0","5","1","1","1","1","3","1","1","1","7","Some college, but no degree (yet)"
"160",21400000160,2021,"Northeast",4000002021,400016021,"New York","1",71,1.01,1.013130188,"0","0","7.5","1","0","5","10","0","0","2.5","4","5","5","4","5","5","7","7","4","High school graduate"
"161",21400000161,2021,"South",4000002021,400016121,"Texas","1",68,1.28,1.280988336,"0","0","7.5","9","0","7.5","7.5","0","0","2.5","3","3","5","5","5","1","3","1","7","High school graduate"
"162",21400000162,2021,"West",4000002021,400016221,"Utah","0",60,0.51,0.513273239,"0","1","7.5","1","0","5","7.5","1","0","0","2","1","2","2","3","2","7","7","2","High school graduate"
"163",21400000163,2021,"West",4000002021,400016321,"California","0",44,0.47,0.465445489,"1","0","5","1","0","5","5","0","0","5","3","2","2","5","4","4","4","4","2","4-year college degree"
"164",21400000164,2021,"West",4000002021,400016421,"California","1",72,1.28,1.280988336,"0","0","7.5","10","0","10","7.5","1","0","0","1","5","3","1","5","1","1","1","7","High school graduate"
"165",21400000165,2021,"West",4000002021,400016521,"California","0",70,0.88,0.876110077,"0","0","7.5","3","0","7.5","10","1","0","5","4","2","4","5","4","3","6","5","4","4-year college degree"
"166",21400000166,2021,"South",4000002021,400016621,"Arkansas","0",88,0.76,0.756342053,"0","0","7.5","10","1","5","7.5","0","0","5","4","3","7","7","4","4","6","7","7","High school graduate"
"167",21400000167,2021,"Midwest",4000002021,400016721,"Wisconsin","0",41,0.33,0.326012075,"0","0","5","2","0","5","7.5","0","0","2.5","3","5","4","4","3","2","6","4","4","4-year college degree"
"168",21400000168,2021,"South",4000002021,400016821,"Georgia","1",69,1.1,1.104768395,"0","0","7.5","5","0","7.5","7.5","1","1","5","4","2","7","5","4",NA,"7","7","7","High school graduate"
"169",21400000169,2021,"Northeast",4000002021,400016921,"Pennsylvania","0",76,0.76,0.75677228,"1","0","10","1","0","7.5","10","0","0","2.5","6","6","5","6","7","6","7","6","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"170",21400000170,2021,"Northeast",4000002021,400017021,"New York","0",67,1,1.001532316,"0","0","7.5","3","0","7.5","7.5","1","0","0","4","4","5","4","4","5","7","4","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"171",21400000171,2021,"West",4000002021,400017121,"Washington","1",70,0.87,0.866527081,"0","0","7.5","1","0","7.5","10","0","0","0","6","6","5","5","7","4","6","7","5","2-year college degree"
"172",21400000172,2021,"West",4000002021,400017221,"California","0",63,1.14,1.13707006,"1","0","7.5","8","0","10","10","0","0","5","6","6","7","6","6","2","6","2","7","4-year college degree"
"173",21400000173,2021,"South",4000002021,400017321,"Louisiana","1",79,0.83,0.834155738,"0","0","7.5","5","0","7.5","7.5","1","0","2.5","6","5","5","6","4","4","5","6","7","2-year college degree"
"174",21400000174,2021,"South",4000002021,400017421,"South Carolina","1",60,0.72,0.721274972,"0","0","5","5","0","7.5","5","1","0","5","3","3","3","3","3","3","3","4","4","Some college, but no degree (yet)"
"175",21400000175,2021,"Midwest",4000002021,400017521,"Indiana","0",71,0.85,0.845028043,"1","0","10","2","0","7.5","10","0","0","0","7","6","7","7","6","6","7","7","7","4-year college degree"
"176",21400000176,2021,"South",4000002021,400017621,"Kentucky","1",68,0.9,0.902961135,"0","0","7.5","4","0","7.5","7.5","1","1","5","5","4","4","5","4","5","6","7","6","High school graduate"
"177",21400000177,2021,"Midwest",4000002021,400017721,"Missouri","0",63,0.87,0.872260511,"0","0","7.5","10","0","5","10","0","0","5","3","4","4","6","5","1","5","3","6","High school graduate"
"178",21400000178,2021,"Midwest",4000002021,400017821,"Illinois","1",75,0.77,0.772900343,"0","0","7.5","3","0","7.5","7.5","1","1","5","5","5","6","7","5","6","7","7","7","4-year college degree"
"179",21400000179,2021,"South",4000002021,400017921,"Georgia","1",52,0.92,0.923054576,"0","0","7.5","9","0","7.5","7.5","0","0","5","5","5","7","6","6","4","7","6","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"180",21400000180,2021,"South",4000002021,400018021,"Virginia","0",81,1.14,1.137722015,"1","0","7.5","10","0","10","10","0","0","5","3","3","3","6","4","1","3","3","7","4-year college degree"
"181",21400000181,2021,"Midwest",4000002021,400018121,"Ohio","1",63,1.27,1.274409771,"0","1","7.5","10","0","10","7.5","1","0","5","4","1","6","4","5","1","2","1","7","High school graduate"
"182",21400000182,2021,"Midwest",4000002021,400018221,"Indiana","0",61,1.1,1.103035331,"0","0","7.5","8","1","10","10","0","0","2.5","4","4","4","5","6","1","3","1","4","Some college, but no degree (yet)"
"183",21400000183,2021,"South",4000002021,400018321,"Kentucky","1",62,0.71,0.713720322,"1","0","5","1","0","7.5","10","1","0","0","3","4","5","7","4","5","7","7","3","High school graduate"
"184",21400000184,2021,"Northeast",4000002021,400018421,"New York","1",67,0.69,0.688498974,"0","0","7.5","6","0","7.5","10","1","0","2.5","7","7","7","6","5","4","7","7","7","4-year college degree"
"185",21400000185,2021,"West",4000002021,400018521,"California","1",20,1.24,1.235030055,"0","0","7.5","1","0","2.5","10","1","1","2.5","1","1","1","1","2","1","1","3","1","Some college, but no degree (yet)"
"186",21400000186,2021,"West",4000002021,400018621,"California","1",60,0.98,0.984381914,"0","0","7.5","1","0","10","10","1","0","0","4","5","6","5","7","3","7","7","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"187",21400000187,2021,"South",4000002021,400018721,"Virginia","1",73,0.9,0.902961135,"1","0","7.5","4","0","7.5","7.5","1","1","5","6","3","5","5","6","5","6","7","7","High school graduate"
"188",21400000188,2021,"Northeast",4000002021,400018821,"New Jersey","0",59,0.78,0.77752316,"1","0","10","3","0","10","10","1","0","5","3","2","6","7","6","5","7","6","6","2-year college degree"
"189",21400000189,2021,"South",4000002021,400018921,"Alabama","0",66,1.27,1.266324162,"0","0","7.5","7","0","10","10","0","0","7.5","2","4","5","3","5","1","4","2","6","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"190",21400000190,2021,"Midwest",4000002021,400019021,"Missouri","1",73,1.12,1.119592786,"1","0","10","8","0","10","10","0","0","2.5","6","5","7","7","7","2","4","1","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"191",21400000191,2021,"West",4000002021,400019121,"Idaho","1",61,1.49,1.485389233,"0","1","7.5","10","0","10","10","1","0","0","1","1","1","2","2","1","1","1","7","Did not graduate from high school"
"192",21400000192,2021,"South",4000002021,400019221,"Alabama","0",18,3.96,3.958710432,"1","0","7.5","10","1","7.5","10","1","0","7.5","4","6","2","4","5","1","2","1","4","Did not graduate from high school"
"193",21400000193,2021,"Northeast",4000002021,400019321,"New York","0",73,0.32,0.322013855,"1","0","7.5","6","0","10","10","1","0","7.5","2","4","5","5","5","1","6","4","6","4-year college degree"
"194",21400000194,2021,"Midwest",4000002021,400019421,"South Dakota","0",72,0.89,0.892624497,"0","0","7.5","3","0","7.5","7.5","1","0","2.5","4","4","4","7","6","7","7","7","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"195",21400000195,2021,"South",4000002021,400019521,"Florida","1",70,0.67,0.669083655,"0","0","7.5","2","0","7.5","10","0","0","2.5","5","5","6","6","5","4","5","6","6","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"196",21400000196,2021,"South",4000002021,400019621,"Georgia","0",74,1.01,1.006097198,"0","0","7.5","10","0","10","10","0","0","0","7","7","7","7","6","2","5","1","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"197",21400000197,2021,"West",4000002021,400019721,"California","1",55,0.34,0.342503101,"0","0","10","1","0","7.5","7.5","1","0","0","5","4","5","6","5","5","7","5","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"198",21400000198,2021,"Midwest",4000002021,400019821,"North Dakota","1",48,0.84,0.842358053,"1","0","7.5","10","0","7.5","7.5","1","0","2.5","4","1","2","7","3","1","2","1","7","High school graduate"
"199",21400000199,2021,"Northeast",4000002021,400019921,"New York","1",54,0.41,0.408730984,"0","0","7.5","1","0","7.5","7.5","1","0","5","5","4","5","5","5","5","7","7","7","2-year college degree"
"200",21400000200,2021,"Northeast",4000002021,400020021,"New Jersey","0",66,1.06,1.063594341,"1","0","7.5","3","0","10","10","1","0","2.5","4","4","6","6","6","4","7","7","7","4-year college degree"
"201",21400000201,2021,"South",4000002021,400020121,"North Carolina","1",41,0.87,0.866814256,"1","0","7.5","6","0","7.5","7.5","1","0","5","4","4","5","5","5","1","4","3","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"202",21400000202,2021,"South",4000002021,400020221,"North Carolina","1",59,0.9,0.901083529,"1","0","10","3","0","7.5","10","1","0","2.5","3","2","3","3","3","4","5","5","3","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"203",21400000203,2021,"Northeast",4000002021,400020321,"Pennsylvania","1",65,0.87,0.866527081,"0","0","7.5","3","0","7.5","7.5","1","0","5","4","4","4","5","4","2","5","5","4","2-year college degree"
"204",21400000204,2021,"West",4000002021,400020421,"Arizona","1",70,1.09,1.085402012,"1","0","10","6","0","10","10","1","0","5","7","7","4","4","7","2","7","6","4","High school graduate"
"205",21400000205,2021,"South",4000002021,400020521,"Texas","0",73,1.01,1.006097198,"0","0","10","10","0","10","10","0","0","7.5","4","7","7","7","7","1","2","1","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"206",21400000206,2021,"South",4000002021,400020621,"Florida","0",55,0.78,0.77752316,"0","1","2.5","1","0","5","7.5","1","0","5","4","4","4","4","4","4","4","6","7","Some college, but no degree (yet)"
"207",21400000207,2021,"South",4000002021,400020721,"Mississippi","1",68,0.81,0.812542081,"0","0","7.5","9","0","10","7.5","1","0","5","3","3","4","4","4","3","3","3","5","Some college, but no degree (yet)"
"208",21400000208,2021,"Midwest",4000002021,400020821,"Indiana","1",51,1.37,1.37346673,"0","0","7.5","8","0","7.5","7.5","0","0","2.5","2","2","4","4","3","1","3","1","5","Some college, but no degree (yet)"
"209",21400000209,2021,"South",4000002021,400020921,"Florida","0",26,2.07,2.073306322,"1","0","10","9","1","10","10","0","1","10","6","4","3","6","6","6","7","5","6","High school graduate"
"210",21400000210,2021,"Northeast",4000002021,400021021,"New Jersey","1",51,0.95,0.949458718,"0","0","7.5","2","0","7.5","10","0","0","0","5","3","4","4","5","5","6","6","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"211",21400000211,2021,"Midwest",4000002021,400021121,"Indiana","1",66,0.87,0.866527081,"0","0","10","3","0","10","10","1","1","5","6","6","6","6","5","4","7","6","6","2-year college degree"
"212",21400000212,2021,"West",4000002021,400021221,"Montana","1",41,0.48,0.482924312,"0","0","7.5","4","0","7.5","7.5","1","1","2.5","6","5","6","7","5","5","7","6","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"213",21400000213,2021,"South",4000002021,400021321,"Texas","0",41,4.33,4.333648205,"0","1","5","5","1","5","2.5","0","1","0","4","2","5","6","4","4","7","7","7","High school graduate"
"214",21400000214,2021,"South",4000002021,400021421,"Louisiana","1",38,0.72,0.71519351,"0","0","7.5","10","0","7.5","10","1","0","5","1","1","4","2","1","1","1","1","6","2-year college degree"
"215",21400000215,2021,"West",4000002021,400021521,"Wyoming","0",33,0.69,0.685071468,"0","0","7.5","4","0","7.5","7.5","0","0","0","5","3","4","4","5","5","6","6","6","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"216",21400000216,2021,"Midwest",4000002021,400021621,"Wisconsin","0",64,1.14,1.13707006,"0","0","7.5","9","0","10","10","0","0","0","6","4","7","6","6","1","5","1","7","4-year college degree"
"217",21400000217,2021,"South",4000002021,400021721,"North Carolina","0",82,0.79,0.793330789,"0","0","7.5","1","0","10","7.5","0","1","5","2","2","2","3","5","3","5","4","1","Did not graduate from high school"
"218",21400000218,2021,"West",4000002021,400021821,"Washington","0",78,0.56,0.561763048,"0","0","10","6","0","10","7.5","1","0","2.5","3","4","5","5","5","4","7","6","6","High school graduate"
"219",21400000219,2021,"West",4000002021,400021921,"Oregon","1",68,0.71,0.713671207,"0","0","7.5","1","0","7.5","10","1","1","7.5","7","4","7","7","5","5","7","7","7","High school graduate"
"220",21400000220,2021,"South",4000002021,400022021,"Florida","1",72,0.9,0.902961135,"0","0","7.5","3","0","7.5","10","1","0","5","6","6","5","5","4","4","5","5","5","High school graduate"
"221",21400000221,2021,"South",4000002021,400022121,"South Carolina","1",62,1.09,1.091222286,"1","0","7.5","7","0","5","7.5","1","0","5","7","2","4","5","2","1","2","1","7","2-year college degree"
"222",21400000222,2021,"South",4000002021,400022221,"Maryland","1",60,0.94,0.94033742,"0","0","7.5","2","0","7.5","7.5","0","0","2.5","5","7","7","7","6","5","7","7","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"223",21400000223,2021,"South",4000002021,400022321,"Arkansas","1",49,0.71,0.714156091,"0","1","7.5","5","0","7.5","7.5","1","0","7.5","2","2","2","3","4","1","3","2","6","High school graduate"
